-4.01584,4.52413,3.195684,0.9469972,-4.637918,4.09462,3.372939,0.9563653,-3.682344,4.245293,2.245774,0.9336562,-3.98587,3.113554,1.439049,0.8839457,-3.022217,3.147735,1.606097,0.8827713,-4.41081,3.654473,1.498335,0.9097254,-1.765898,1.976289,1.091425,0.8217213,-1.287976,1.509405,0.8036097,0.774815,-2.872242,2.719111,0.6664438,0.8027471,-0.6919917,0.8458689,0.5245489,0.6646263,-0.5919128,0.8533156,0.5574079,0.6293216,-1.070226,0.7156547,1.004887,0.693022,-1.316003,1.556567,1.029694,0.7832437,-1.261398,1.230434,0.4721529,0.7089505,-1.179243,1.249698,0.6111743,0.7520549,-0.8771787,0.8627074,0.6249315,0.6855005,-0.5751145,0.4757167,0.6386887,0.6189461,-0.8811803,0.84078,0.5488352,0.6779408,-0.8687513,0.6693331,0.4369027,0.6486462,-0.9167656,0.8308311,0.4200605,0.6647894,2
-4.637918,4.09462,3.372939,0.9563653,-3.682344,4.245293,2.245774,0.9336562,-3.98587,3.113554,1.439049,0.8839457,-3.022217,3.147735,1.606097,0.8827713,-4.41081,3.654473,1.498335,0.9097254,-1.765898,1.976289,1.091425,0.8217213,-1.287976,1.509405,0.8036097,0.774815,-2.872242,2.719111,0.6664438,0.8027471,-0.6919917,0.8458689,0.5245489,0.6646263,-0.5919128,0.8533156,0.5574079,0.6293216,-1.070226,0.7156547,1.004887,0.693022,-1.316003,1.556567,1.029694,0.7832437,-1.261398,1.230434,0.4721529,0.7089505,-1.179243,1.249698,0.6111743,0.7520549,-0.8771787,0.8627074,0.6249315,0.6855005,-0.5751145,0.4757167,0.6386887,0.6189461,-0.8811803,0.84078,0.5488352,0.6779408,-0.8687513,0.6693331,0.4369027,0.6486462,-0.9167656,0.8308311,0.4200605,0.6647894,-1.08963,1.074179,0.5295931,0.7237927,2
-3.682344,4.245293,2.245774,0.9336562,-3.98587,3.113554,1.439049,0.8839457,-3.022217,3.147735,1.606097,0.8827713,-4.41081,3.654473,1.498335,0.9097254,-1.765898,1.976289,1.091425,0.8217213,-1.287976,1.509405,0.8036097,0.774815,-2.872242,2.719111,0.6664438,0.8027471,-0.6919917,0.8458689,0.5245489,0.6646263,-0.5919128,0.8533156,0.5574079,0.6293216,-1.070226,0.7156547,1.004887,0.693022,-1.316003,1.556567,1.029694,0.7832437,-1.261398,1.230434,0.4721529,0.7089505,-1.179243,1.249698,0.6111743,0.7520549,-0.8771787,0.8627074,0.6249315,0.6855005,-0.5751145,0.4757167,0.6386887,0.6189461,-0.8811803,0.84078,0.5488352,0.6779408,-0.8687513,0.6693331,0.4369027,0.6486462,-0.9167656,0.8308311,0.4200605,0.6647894,-1.08963,1.074179,0.5295931,0.7237927,-0.9138799,0.9999158,0.5782146,0.7025841,2
-3.98587,3.113554,1.439049,0.8839457,-3.022217,3.147735,1.606097,0.8827713,-4.41081,3.654473,1.498335,0.9097254,-1.765898,1.976289,1.091425,0.8217213,-1.287976,1.509405,0.8036097,0.774815,-2.872242,2.719111,0.6664438,0.8027471,-0.6919917,0.8458689,0.5245489,0.6646263,-0.5919128,0.8533156,0.5574079,0.6293216,-1.070226,0.7156547,1.004887,0.693022,-1.316003,1.556567,1.029694,0.7832437,-1.261398,1.230434,0.4721529,0.7089505,-1.179243,1.249698,0.6111743,0.7520549,-0.8771787,0.8627074,0.6249315,0.6855005,-0.5751145,0.4757167,0.6386887,0.6189461,-0.8811803,0.84078,0.5488352,0.6779408,-0.8687513,0.6693331,0.4369027,0.6486462,-0.9167656,0.8308311,0.4200605,0.6647894,-1.08963,1.074179,0.5295931,0.7237927,-0.9138799,0.9999158,0.5782146,0.7025841,-1.538805,1.467079,0.7130959,0.7776986,2
-3.022217,3.147735,1.606097,0.8827713,-4.41081,3.654473,1.498335,0.9097254,-1.765898,1.976289,1.091425,0.8217213,-1.287976,1.509405,0.8036097,0.774815,-2.872242,2.719111,0.6664438,0.8027471,-0.6919917,0.8458689,0.5245489,0.6646263,-0.5919128,0.8533156,0.5574079,0.6293216,-1.070226,0.7156547,1.004887,0.693022,-1.316003,1.556567,1.029694,0.7832437,-1.261398,1.230434,0.4721529,0.7089505,-1.179243,1.249698,0.6111743,0.7520549,-0.8771787,0.8627074,0.6249315,0.6855005,-0.5751145,0.4757167,0.6386887,0.6189461,-0.8811803,0.84078,0.5488352,0.6779408,-0.8687513,0.6693331,0.4369027,0.6486462,-0.9167656,0.8308311,0.4200605,0.6647894,-1.08963,1.074179,0.5295931,0.7237927,-0.9138799,0.9999158,0.5782146,0.7025841,-1.538805,1.467079,0.7130959,0.7776986,-1.643701,1.193958,0.7441116,0.7583894,2
-4.41081,3.654473,1.498335,0.9097254,-1.765898,1.976289,1.091425,0.8217213,-1.287976,1.509405,0.8036097,0.774815,-2.872242,2.719111,0.6664438,0.8027471,-0.6919917,0.8458689,0.5245489,0.6646263,-0.5919128,0.8533156,0.5574079,0.6293216,-1.070226,0.7156547,1.004887,0.693022,-1.316003,1.556567,1.029694,0.7832437,-1.261398,1.230434,0.4721529,0.7089505,-1.179243,1.249698,0.6111743,0.7520549,-0.8771787,0.8627074,0.6249315,0.6855005,-0.5751145,0.4757167,0.6386887,0.6189461,-0.8811803,0.84078,0.5488352,0.6779408,-0.8687513,0.6693331,0.4369027,0.6486462,-0.9167656,0.8308311,0.4200605,0.6647894,-1.08963,1.074179,0.5295931,0.7237927,-0.9138799,0.9999158,0.5782146,0.7025841,-1.538805,1.467079,0.7130959,0.7776986,-1.643701,1.193958,0.7441116,0.7583894,-2.296489,1.957818,0.5816041,0.7732252,2
-1.765898,1.976289,1.091425,0.8217213,-1.287976,1.509405,0.8036097,0.774815,-2.872242,2.719111,0.6664438,0.8027471,-0.6919917,0.8458689,0.5245489,0.6646263,-0.5919128,0.8533156,0.5574079,0.6293216,-1.070226,0.7156547,1.004887,0.693022,-1.316003,1.556567,1.029694,0.7832437,-1.261398,1.230434,0.4721529,0.7089505,-1.179243,1.249698,0.6111743,0.7520549,-0.8771787,0.8627074,0.6249315,0.6855005,-0.5751145,0.4757167,0.6386887,0.6189461,-0.8811803,0.84078,0.5488352,0.6779408,-0.8687513,0.6693331,0.4369027,0.6486462,-0.9167656,0.8308311,0.4200605,0.6647894,-1.08963,1.074179,0.5295931,0.7237927,-0.9138799,0.9999158,0.5782146,0.7025841,-1.538805,1.467079,0.7130959,0.7776986,-1.643701,1.193958,0.7441116,0.7583894,-2.296489,1.957818,0.5816041,0.7732252,-1.750851,1.177447,0.706744,0.7488415,2
-1.287976,1.509405,0.8036097,0.774815,-2.872242,2.719111,0.6664438,0.8027471,-0.6919917,0.8458689,0.5245489,0.6646263,-0.5919128,0.8533156,0.5574079,0.6293216,-1.070226,0.7156547,1.004887,0.693022,-1.316003,1.556567,1.029694,0.7832437,-1.261398,1.230434,0.4721529,0.7089505,-1.179243,1.249698,0.6111743,0.7520549,-0.8771787,0.8627074,0.6249315,0.6855005,-0.5751145,0.4757167,0.6386887,0.6189461,-0.8811803,0.84078,0.5488352,0.6779408,-0.8687513,0.6693331,0.4369027,0.6486462,-0.9167656,0.8308311,0.4200605,0.6647894,-1.08963,1.074179,0.5295931,0.7237927,-0.9138799,0.9999158,0.5782146,0.7025841,-1.538805,1.467079,0.7130959,0.7776986,-1.643701,1.193958,0.7441116,0.7583894,-2.296489,1.957818,0.5816041,0.7732252,-1.750851,1.177447,0.706744,0.7488415,-2.179285,1.968086,0.9930922,0.8396327,2
-2.872242,2.719111,0.6664438,0.8027471,-0.6919917,0.8458689,0.5245489,0.6646263,-0.5919128,0.8533156,0.5574079,0.6293216,-1.070226,0.7156547,1.004887,0.693022,-1.316003,1.556567,1.029694,0.7832437,-1.261398,1.230434,0.4721529,0.7089505,-1.179243,1.249698,0.6111743,0.7520549,-0.8771787,0.8627074,0.6249315,0.6855005,-0.5751145,0.4757167,0.6386887,0.6189461,-0.8811803,0.84078,0.5488352,0.6779408,-0.8687513,0.6693331,0.4369027,0.6486462,-0.9167656,0.8308311,0.4200605,0.6647894,-1.08963,1.074179,0.5295931,0.7237927,-0.9138799,0.9999158,0.5782146,0.7025841,-1.538805,1.467079,0.7130959,0.7776986,-1.643701,1.193958,0.7441116,0.7583894,-2.296489,1.957818,0.5816041,0.7732252,-1.750851,1.177447,0.706744,0.7488415,-2.179285,1.968086,0.9930922,0.8396327,-1.4488,1.517331,0.9553849,0.7958143,2
-0.6919917,0.8458689,0.5245489,0.6646263,-0.5919128,0.8533156,0.5574079,0.6293216,-1.070226,0.7156547,1.004887,0.693022,-1.316003,1.556567,1.029694,0.7832437,-1.261398,1.230434,0.4721529,0.7089505,-1.179243,1.249698,0.6111743,0.7520549,-0.8771787,0.8627074,0.6249315,0.6855005,-0.5751145,0.4757167,0.6386887,0.6189461,-0.8811803,0.84078,0.5488352,0.6779408,-0.8687513,0.6693331,0.4369027,0.6486462,-0.9167656,0.8308311,0.4200605,0.6647894,-1.08963,1.074179,0.5295931,0.7237927,-0.9138799,0.9999158,0.5782146,0.7025841,-1.538805,1.467079,0.7130959,0.7776986,-1.643701,1.193958,0.7441116,0.7583894,-2.296489,1.957818,0.5816041,0.7732252,-1.750851,1.177447,0.706744,0.7488415,-2.179285,1.968086,0.9930922,0.8396327,-1.4488,1.517331,0.9553849,0.7958143,-1.658464,1.387971,1.081835,0.7975926,2
